    ,symbol  ,name　　　　,moneyincomeratio      ,roe                   ,assetsturnratio       ,incomegrowthratio     ,goodwillequityratio   ,grossprofitmarginratio
1218,002773  ,康弘药业　　　　,1    112.22           ,1    19.00            ,1    76.10            ,0    10.21            ,1    1.05             ,1    90.15            
1219,002774  ,快意电梯　　　　,0    102.81           ,0    16.95            ,1    80.79            ,0    -10.81           ,1    0.00             ,1    34.36            
1220,002775  ,文科园林　　　　,0    66.84            ,0    14.34            ,1    84.19            ,0    32.66            ,1    0.00             ,1    21.65            
1221,002776  ,柏堡龙　　　　　,1    104.94           ,0    14.60            ,0    54.96            ,0    26.59            ,1    0.00             ,1    30.01            
1222,002777  ,久远银海　　　　,1    114.64           ,0    19.47            ,1    54.53            ,0    33.16            ,1    0.68             ,1    45.41            
1223,002778  ,高科石化　　　　,0    95.16            ,0    6.59             ,1    100.86           ,0    9.94             ,1    0.00             ,0    14.23            
1224,002779  ,中坚科技　　　　,1    99.65            ,0    8.99             ,1    69.64            ,0    -9.96            ,1    0.00             ,1    23.11            
1225,002780  ,三夫户外　　　　,1    118.48           ,0    7.15             ,1    79.57            ,0    13.10            ,1    0.00             ,1    44.26            
1226,002781  ,奇信股份　　　　,0    87.43            ,0    11.53            ,1    109.05           ,0    21.80            ,1    0.22             ,0    15.92            
1227,002782  ,可立克　　　　　,1    102.01           ,0    10.24            ,1    95.60            ,0    17.91            ,1    0.00             ,1    22.31            
1228,002783  ,凯龙股份　　　　,0    88.25            ,0    10.54            ,1    62.35            ,0    40.37            ,1    6.36             ,1    37.29            
1229,002785  ,万里石　　　　　,1    103.78           ,0    2.43             ,1    73.49            ,0    9.96             ,1    0.00             ,1    23.15            
1230,002786  ,银宝山新　　　　,0    100.78           ,0    8.58             ,1    92.66            ,0    4.05             ,1    0.19             ,1    16.32            
1231,002787  ,华源控股　　　　,0    101.37           ,0    11.76            ,1    87.40            ,0    29.96            ,1    2.69             ,1    21.75            
1232,002788  ,鹭燕医药　　　　,1    112.14           ,0    14.01            ,1    200.24           ,1    60.54            ,1    7.74             ,0    7.79             
1233,002789  ,建艺集团　　　　,0    71.94            ,0    11.54            ,1    98.90            ,0    8.94             ,1    0.00             ,0    13.57            
1234,002790  ,瑞尔特　　　　　,0    90.63            ,0    19.80            ,1    80.57            ,0    18.05            ,1    0.00             ,1    33.38            
1235,002791  ,坚朗五金　　　　,0    92.42            ,0    12.55            ,1    113.80           ,1    36.71            ,1    0.00             ,1    39.61            
1236,002792  ,通宇通讯　　　　,0    104.70           ,0    19.68            ,1    68.27            ,0    14.12            ,1    1.42             ,1    36.11            
1237,002793  ,东音股份　　　　,1    100.60           ,0    19.28            ,1    104.25           ,0    24.77            ,1    0.00             ,1    28.87            
1238,002795  ,永和智控　　　　,0    102.06           ,0    19.63            ,1    94.99            ,0    19.34            ,1    3.78             ,1    29.35            
1239,002796  ,世嘉科技　　　　,0    106.04           ,0    13.93            ,1    115.16           ,1    130.03           ,0    7.99             ,0    18.51            
1240,002797  ,第一创业　　　　,1    0.00             ,0    8.46             ,1    0.00             ,0    33.24            ,1    0.18             ,0    30.69            
1241,002798  ,帝欧家居　　　　,1    112.40           ,0    12.13            ,1    88.66            ,1    660.84           ,1    3.21             ,1    31.66            
1242,002799  ,环球印务　　　　,0    111.86           ,0    8.43             ,1    63.88            ,0    69.33            ,1    4.02             ,1    21.80            
1243,002800  ,天顺股份　　　　,0    89.00            ,0    9.55             ,1    115.22           ,0    37.15            ,1    0.00             ,0    11.96            
1244,002801  ,微光股份　　　　,0    91.89            ,0    17.57            ,1    77.40            ,0    31.53            ,1    0.68             ,1    31.42            
1245,002802  ,洪汇新材　　　　,0    76.38            ,0    13.73            ,1    81.59            ,0    43.79            ,1    0.00             ,1    28.47            
1246,002803  ,吉宏股份　　　　,0    83.69            ,0    17.70            ,1    107.66           ,1    148.55           ,1    4.21             ,1    24.32            
1247,002805  ,丰元股份　　　　,0    108.94           ,0    5.98             ,0    51.87            ,0    34.52            ,1    0.00             ,1    22.97            
1248,002806  ,华锋股份　　　　,0    78.89            ,0    10.08            ,1    70.34            ,0    31.39            ,0    10.87            ,1    18.86            
1249,002807  ,江阴银行　　　　,1    0.00             ,0    10.84            ,0    3.42             ,0    32.37            ,1    0.00             ,1    28.87            
1250,002808  ,恒久科技　　　　,1    107.63           ,0    11.01            ,1    59.99            ,0    4.66             ,1    0.00             ,1    25.43            
1251,002809  ,红墙股份　　　　,0    69.86            ,0    14.83            ,1    77.51            ,0    58.61            ,1    2.05             ,1    30.73            
1252,002810  ,山东赫达　　　　,0    82.97            ,0    11.48            ,1    78.51            ,1    47.97            ,1    0.04             ,1    24.96            
1253,002811  ,亚泰国际　　　　,0    81.94            ,0    14.48            ,1    107.86           ,0    23.18            ,1    0.42             ,1    17.83            
1254,002812  ,恩捷股份　　　　,0    82.96            ,0    16.12            ,1    79.12            ,0    112.94           ,1    0.18             ,1    28.51            
1255,002813  ,路畅科技　　　　,0    84.00            ,0    9.86             ,1    71.47            ,0    -11.58           ,1    0.00             ,1    28.70            
1256,002815  ,崇达技术　　　　,0    96.43            ,1    27.67            ,1    76.84            ,0    26.52            ,1    0.00             ,1    35.49            
1257,002816  ,和科达　　　　　,0    91.28            ,0    8.44             ,1    64.23            ,0    -30.22           ,1    0.00             ,1    34.34            
1258,002817  ,黄山胶囊　　　　,0    70.88            ,0    12.93            ,0    55.39            ,0    4.48             ,1    0.00             ,1    39.49            
1259,002818  ,富森美　　　　　,0    102.95           ,1    18.92            ,0    26.15            ,0    14.17            ,1    0.00             ,1    70.26            
1260,002819  ,东方中科　　　　,1    114.35           ,0    8.27             ,1    156.25           ,0    30.27            ,1    0.00             ,0    14.33            
1261,002820  ,桂发祥　　　　　,1    116.32           ,0    17.35            ,1    69.97            ,0    3.16             ,1    0.00             ,1    50.94            
1262,002821  ,凯莱英　　　　　,0    94.58            ,0    18.83            ,1    64.47            ,1    55.02            ,1    0.00             ,1    48.71            
1263,002822  ,中装建设　　　　,0    88.95            ,0    11.65            ,1    112.54           ,0    41.57            ,1    0.01             ,0    15.85            
1264,002823  ,凯中精密　　　　,1    103.78           ,0    18.48            ,1    101.44           ,0    35.18            ,1    1.65             ,1    26.75            
1265,002824  ,和胜股份　　　　,1    106.35           ,0    11.75            ,1    125.37           ,0    30.37            ,1    0.22             ,1    20.14            
1266,002825  ,纳尔股份　　　　,1    108.26           ,0    16.44            ,1    116.20           ,0    31.09            ,1    0.00             ,1    21.20            
1267,002826  ,易明医药　　　　,1    140.95           ,0    16.85            ,1    89.88            ,0    19.22            ,1    2.25             ,1    67.90            
1268,002827  ,高争民爆　　　　,1    114.48           ,0    20.13            ,0    52.35            ,0    -22.87           ,1    0.00             ,1    53.27            
1269,002828  ,贝肯能源　　　　,0    86.59            ,0    11.43            ,1    60.02            ,1    346.28           ,1    0.19             ,1    24.51            
