,ts_code,symbol,name,area,industry,list_date,pe,pe_ttm,pb,total_mv,circ_mv
665,002209.SZ,002209,达意隆,广东,轻工机械,20080130,124.7405,,2.1069,129056.3171,102140.7487
666,002210.SZ,002210,*ST飞马,深圳,仓储物流,20080130,,,1.288,186775.4836,149720.2462
667,002211.SZ,002211,宏达新材,上海,橡胶,20080201,248.63,,3.4832,276784.4986,198520.4986
668,002212.SZ,002212,南洋股份,广东,电气设备,20080201,37.004,51.5875,2.1365,1795649.0918,1389453.7451
669,002213.SZ,002213,特尔佳,深圳,汽车配件,20080201,1947.3767,,5.6755,206000.0,206000.0
670,002214.SZ,002214,大立科技,浙江,电器仪表,20080218,85.0832,41.0258,4.1813,466922.666,363753.1862
671,002215.SZ,002215,诺普信,深圳,农药化肥,20080218,16.4395,18.2917,2.3619,541133.2193,425149.0316
672,002216.SZ,002216,三全食品,河南,食品,20080220,92.2186,72.8537,4.4006,939727.8902,662047.6941
673,002217.SZ,002217,合力泰,福建,元器件,20080220,11.7924,19.0911,1.3439,1601837.9371,1387781.9879
674,002218.SZ,002218,拓日新能,深圳,半导体,20080228,40.6031,40.4211,1.2226,361011.8944,354989.4601
675,002219.SZ,002219,恒康医疗,甘肃,中成药,20080306,,,1.7636,449521.9796,444449.5423
676,002220.SZ,002220,ST天宝,辽宁,食品,20080228,,,0.4078,87378.7374,75368.6664
677,002221.SZ,002221,东华能源,江苏,石油贸易,20080306,12.6054,11.4589,1.4759,1359421.047,1250495.6383
678,002222.SZ,002222,福晶科技,福建,元器件,20080319,31.2368,36.1729,4.9694,469822.5,464794.5739
679,002223.SZ,002223,鱼跃医疗,江苏,医疗保健,20080418,30.7021,27.4945,3.6839,2232516.1209,1930487.5236
680,002224.SZ,002224,三力士,浙江,橡胶,20080425,55.1856,50.5305,2.0913,455507.7868,336639.4155
681,002225.SZ,002225,濮耐股份,河南,其他建材,20080425,19.4928,17.1223,1.577,439347.4811,291473.5701
682,002226.SZ,002226,江南化工,安徽,化工原料,20080506,28.9717,17.2798,1.0677,635731.6802,487771.337
683,002227.SZ,002227,奥特迅,深圳,电气设备,20080506,227.129,180.6711,2.9505,236259.8154,235948.3557
684,002228.SZ,002228,合兴包装,福建,广告包装,20080508,19.9724,,1.6214,465467.7453,463843.9491
685,002229.SZ,002229,鸿博股份,福建,广告包装,20080508,639.5095,508.4715,1.9724,328907.2136,270787.9654
686,002230.SZ,002230,科大讯飞,安徽,软件服务,20080512,139.9292,108.8954,6.768,7585083.9812,6361308.3371
687,002231.SZ,002231,奥维通信,辽宁,通信设备,20080512,,,4.4046,241910.4,195891.15
688,002232.SZ,002232,启明信息,吉林,软件服务,20080509,49.4782,48.2815,3.151,357071.3497,352844.6533
689,002233.SZ,002233,塔牌集团,广东,水泥,20080516,7.1269,8.0381,1.3444,1228043.2665,1196911.1962
690,002234.SZ,002234,民和股份,山东,农业综合,20080516,28.55,7.2745,4.5677,1086763.7819,741743.0239
691,002235.SZ,002235,安妮股份,福建,互联网,20080516,89.271,70.5022,3.2167,674221.0468,572119.2166
692,002236.SZ,002236,大华股份,浙江,电器仪表,20080520,20.81,18.5141,3.7251,5263746.4939,3184752.7514
693,002237.SZ,002237,恒邦股份,山东,黄金,20080520,27.2827,30.2275,2.4098,1107046.4,1035636.8
694,002238.SZ,002238,天威视讯,深圳,影视音像,20080526,23.6019,22.4865,1.7734,465484.3128,465484.3128
695,002239.SZ,002239,奥特佳,江苏,汽车配件,20080522,132.9575,,1.0162,529199.7415,522595.8752
696,002240.SZ,002240,威华股份,深圳,家居用品,20080523,23.8876,33.0884,1.7046,382235.2283,350311.0874
697,002241.SZ,002241,歌尔股份,山东,元器件,20080522,74.4593,64.8358,4.0616,6461001.9605,5506401.0924
698,002242.SZ,002242,九阳股份,山东,家用电器,20080528,24.9852,23.4721,5.3386,1884518.272,1874022.6542
699,002243.SZ,002243,通产丽星,深圳,塑料,20080528,64.9873,44.6147,3.2808,533555.3737,533555.3737
700,002244.SZ,002244,滨江集团,浙江,区域地产,20080529,11.1724,9.9148,0.8543,1359700.9799,1181168.9999
701,002245.SZ,002245,澳洋顺昌,江苏,仓储物流,20080605,15.9653,36.0136,1.7748,360141.4225,335507.2085
702,002246.SZ,002246,北化股份,四川,化工原料,20080605,33.7377,26.6136,1.6762,417266.4434,341921.3864
703,002247.SZ,002247,聚力文化,浙江,互联网,20080612,,,1.1011,222077.0828,142120.1065
704,002248.SZ,002248,华东数控,山东,机床制造,20080612,,,21.4938,244459.002,232933.5984
705,002249.SZ,002249,大洋电机,广东,电气设备,20080619,,,1.2417,865784.04,598781.2411
706,002250.SZ,002250,联化科技,浙江,化工原料,20080619,346.1047,37.7988,2.1685,1298972.5467,1260689.5851
707,002251.SZ,002251,步步高,湖南,超市连锁,20080619,53.1472,42.534,1.0856,826756.0811,810502.685
708,002252.SZ,002252,上海莱士,上海,生物制药,20080623,,105.6733,3.5045,4019494.656,4017689.8668
709,002253.SZ,002253,川大智胜,四川,软件服务,20080623,59.3011,67.0347,2.4037,325804.0812,299445.4842
710,002254.SZ,002254,泰和新材,山东,化纤,20080625,40.2379,37.8691,2.7606,629158.608,629151.8296
711,002255.SZ,002255,海陆重工,江苏,专用机械,20080625,,,0.7438,283845.3455,217173.2763
712,002256.SZ,002256,兆新股份,深圳,染料涂料,20080625,,,2.3534,448014.0255,330571.8881
713,002258.SZ,002258,利尔化学,四川,农药化肥,20080708,10.7814,15.8317,2.023,622959.1703,620391.4378
714,002259.SZ,002259,*ST升达,四川,供气供热,20080716,,,1.1222,158741.2643,151017.8735
715,002261.SZ,002261,拓维信息,湖南,互联网,20080723,,,2.3855,608724.0813,486182.7663
716,002262.SZ,002262,恩华药业,江苏,化学制药,20080723,23.6585,19.9182,3.5759,1241614.232,1080645.1583
717,002263.SZ,002263,*ST东南,浙江,塑料,20080728,92.7756,56.5021,1.6798,371915.2998,371912.4486
718,002264.SZ,002264,新华都,福建,超市连锁,20080731,195.191,,2.3457,334067.1734,331551.0859
719,002265.SZ,002265,西仪股份,云南,汽车配件,20080806,,,3.2275,284479.5916,271521.232
720,002266.SZ,002266,浙富控股,浙江,电气设备,20080806,74.9368,94.1093,2.4635,823147.4572,681220.3499
721,002267.SZ,002267,陕天然气,陕西,供气供热,20080813,20.773,28.5189,1.4398,839616.961,839616.961
722,002268.SZ,002268,卫士通,四川,软件服务,20080811,180.7028,167.0065,5.0156,2172128.6485,2098435.5483
723,002269.SZ,002269,美邦服饰,上海,服饰,20080828,130.7246,,2.0013,527625.0,527625.0
724,002270.SZ,002270,华明装备,山东,电气设备,20080905,23.3299,20.0352,1.6374,382656.5215,372418.9348
725,002271.SZ,002271,东方雨虹,北京,其他建材,20080910,24.0005,18.4682,4.1177,3619805.3716,2463993.2488
726,002272.SZ,002272,川润股份,四川,机械基件,20080919,42.5545,143.9276,1.4847,191439.0,144472.9382
727,002273.SZ,002273,水晶光电,浙江,元器件,20080919,35.7827,39.6086,4.1982,1676149.1625,1612687.4033
728,002274.SZ,002274,华昌化工,江苏,农药化肥,20080925,43.6525,22.8866,2.2132,619989.3845,610637.4336
729,002275.SZ,002275,桂林三金,广西,中成药,20090710,19.0762,20.9075,2.8632,788507.2,712610.5764
730,002276.SZ,002276,万马股份,浙江,电气设备,20090710,57.0046,29.6209,1.5283,636825.7953,635837.3906
731,002277.SZ,002277,友阿股份,湖南,百货,20090717,9.8987,8.0263,0.6574,448923.6416,448923.6416
732,002278.SZ,002278,神开股份,上海,化工机械,20090811,73.364,46.4204,1.9486,218345.7888,206390.8938
733,002279.SZ,002279,久其软件,北京,软件服务,20090811,,,4.4454,425329.3598,363804.8103
734,002280.SZ,002280,联络互动,浙江,软件服务,20090821,,,1.5174,803368.2301,650556.7268
735,002281.SZ,002281,光迅科技,湖北,通信设备,20090821,56.8339,56.4448,4.294,1890950.147,1755572.9733
736,002282.SZ,002282,博深股份,河北,轻工机械,20090821,41.8577,48.4758,1.6337,360696.5331,193784.3862
737,002283.SZ,002283,天润曲轴,山东,汽车配件,20090821,12.0233,11.4293,0.922,411557.202,351519.6156
738,002284.SZ,002284,亚太股份,浙江,汽车配件,20090828,433.3052,,1.3671,345198.3439,321056.8644
739,002285.SZ,002285,世联行,深圳,房产服务,20090828,16.217,63.5457,1.2597,674180.4208,663189.4091
740,002286.SZ,002286,保龄宝,山东,食品,20090828,51.3226,56.1977,1.4018,220445.832,220443.8398
741,002287.SZ,002287,奇正藏药,西藏,中成药,20090828,36.1897,33.1184,5.3611,1153608.5303,1147021.7565
742,002288.SZ,002288,超华科技,广东,元器件,20090903,119.8474,212.6003,2.6205,413649.8223,336291.2819
743,002289.SZ,002289,*ST宇顺,深圳,元器件,20090903,,,7.0044,186088.4787,171821.6711
744,002290.SZ,002290,*ST中科,江苏,家用电器,20090903,16.9184,,1.1983,106308.0005,94609.5531
745,002291.SZ,002291,星期六,广东,服饰,20090903,574.4809,54.4347,1.7359,513215.5887,310760.1562
746,002292.SZ,002292,奥飞娱乐,广东,影视音像,20090910,,,2.7691,1116942.2891,669510.8366
747,002293.SZ,002293,罗莱生活,江苏,纺织,20090910,14.259,14.7806,1.9687,762177.2605,707580.5266
748,002294.SZ,002294,信立泰,深圳,化学制药,20090910,13.5717,19.3049,3.0241,1979062.272,1978784.7156
749,002295.SZ,002295,精艺股份,广东,铜,20090929,38.0164,33.7207,1.5326,181696.6,181380.6813
750,002296.SZ,002296,辉煌科技,河南,通信设备,20090929,96.0214,57.7687,1.7895,266296.0889,232576.0711
751,002297.SZ,002297,博云新材,湖南,矿物制品,20090929,113.5279,436.0839,2.0111,307297.4093,306499.362
752,002298.SZ,002298,中电兴发,安徽,软件服务,20090929,29.4388,23.0644,1.1875,514480.4008,392678.675
753,002299.SZ,002299,圣农发展,福建,农业综合,20091021,21.6283,9.5584,3.5509,3256115.3182,2918334.3
754,002300.SZ,002300,太阳电缆,福建,电气设备,20091021,36.2376,25.2411,2.9078,408924.45,408893.0352
755,002301.SZ,002301,齐心集团,深圳,文教休闲,20091021,50.1415,40.8901,2.7978,961566.3297,839026.8612
756,002302.SZ,002302,西部建设,新疆,水泥,20091103,46.767,20.5027,1.9942,1418886.2377,1392702.1474
757,002303.SZ,002303,美盈森,深圳,造纸,20091103,22.252,21.7535,1.7839,892761.7084,892432.1093
758,002304.SZ,002304,洋河股份,江苏,白酒,20091106,18.492,18.25,4.1369,15006586.504,12436940.2779
759,002305.SZ,002305,南国置业,湖北,区域地产,20091106,44.2065,44.0852,0.8348,372856.3906,372323.0317
760,002306.SZ,002306,ST云网,北京,酒店餐饮,20091111,238.1017,290.5049,283.035,191200.0,189394.8478
761,002307.SZ,002307,北新路桥,新疆,建筑工程,20091111,94.3315,85.0444,2.7193,501199.1913,497574.6376
762,002308.SZ,002308,威创股份,广东,IT设备,20091127,26.0233,40.5632,1.1356,412327.6662,410796.886
763,002309.SZ,002309,中利集团,江苏,电气设备,20091127,,,0.6173,533533.6856,426257.7026
764,002310.SZ,002310,东方园林,北京,建筑工程,20091127,8.3294,,1.1426,1329303.692,790808.3583
765,002311.SZ,002311,海大集团,广东,饲料,20091127,37.0997,33.7765,6.0147,5332277.6604,5239930.2194
766,002312.SZ,002312,三泰控股,四川,IT设备,20091203,,,1.8245,569151.8857,556985.2378
767,002313.SZ,002313,日海智能,深圳,通信设备,20091203,80.5489,117.7875,2.7442,577512.0,576309.9587
768,002314.SZ,002314,南山控股,深圳,区域地产,20091203,15.9387,22.8161,0.9857,804211.4064,337834.4947
769,002315.SZ,002315,焦点科技,江苏,互联网,20091209,86.1441,32.0777,2.4028,485040.0,242293.6246
770,002316.SZ,002316,亚联发展,深圳,软件服务,20091209,34.0745,44.8521,3.7317,340835.04,254389.6285
771,002317.SZ,002317,众生药业,广东,中成药,20091211,17.7793,17.0702,1.8905,774552.4833,743442.6143
772,002318.SZ,002318,久立特材,浙江,特种钢,20091211,23.835,15.2057,2.3305,723718.7885,703259.3412
773,002319.SZ,002319,乐通股份,广东,染料涂料,20091211,,,4.1589,174000.0,173966.967
774,002320.SZ,002320,海峡股份,海南,水运,20091216,45.2111,54.5958,2.566,952002.1301,804881.4898
775,002321.SZ,002321,华英农业,河南,农业综合,20091216,26.8749,30.6914,1.2114,319506.0778,317562.4666
776,002322.SZ,002322,理工环科,浙江,软件服务,20091218,18.3672,17.7319,1.6716,471234.6995,416933.9163
777,002323.SZ,002323,*ST百特,江苏,建筑工程,20091218,,,,,
778,002324.SZ,002324,普利特,上海,塑料,20091218,97.4236,79.6026,2.9658,704562.0476,409241.4825
779,002325.SZ,002325,洪涛股份,深圳,装修装饰,20091222,,,1.1928,382328.4689,284490.4243
780,002326.SZ,002326,永太科技,浙江,化工原料,20091222,17.4342,21.322,2.3998,770000.9068,583209.5688
781,002327.SZ,002327,富安娜,深圳,纺织,20091230,11.1523,12.1562,1.863,605989.1404,363057.1013
782,002328.SZ,002328,新朋股份,上海,汽车配件,20091230,29.4853,27.6165,1.1683,295566.76,213603.6837
783,002329.SZ,002329,皇氏集团,广西,乳制品,20100106,,,1.5064,324166.6935,192333.7546
784,002330.SZ,002330,得利斯,山东,食品,20100106,483.0795,413.9894,2.8895,386540.0,386439.053
785,002331.SZ,002331,皖通科技,安徽,软件服务,20100106,38.9406,35.0202,1.9692,412072.469,308319.941
786,002332.SZ,002332,仙琚制药,浙江,生物制药,20100112,29.9462,23.7169,3.193,902468.9835,890449.7919
787,002333.SZ,002333,*ST罗普,江苏,铝,20100112,,,1.7691,222150.7912,214356.6162
788,002334.SZ,002334,英威腾,深圳,电气设备,20100113,13.6798,,1.6624,306673.7715,247410.4445
789,002335.SZ,002335,科华恒盛,福建,电气设备,20100113,60.2118,46.3433,1.4297,450163.9613,369589.5219
790,002336.SZ,002336,*ST人乐,深圳,超市连锁,20100113,,,1.6704,218240.0,185094.8
791,002337.SZ,002337,赛象科技,天津,化工机械,20100115,282.8185,124.9865,1.7406,209547.207,209232.1474
792,002338.SZ,002338,奥普光电,吉林,电器仪表,20100115,81.5878,81.9751,4.0044,332880.0,332850.2489
793,002339.SZ,002339,积成电子,山东,电气设备,20100122,42.6046,352.6378,1.8181,312712.7328,261891.4563
794,002340.SZ,002340,格林美,深圳,小金属,20100122,25.3416,22.6772,1.7932,1850736.7074,1839636.3623
795,002341.SZ,002341,新纶科技,深圳,化工原料,20100122,20.586,174.6472,1.2018,619891.4505,396782.355
796,002342.SZ,002342,巨力索具,河北,机械基件,20100126,166.4964,152.3483,1.2208,296640.0,272270.9081
797,002343.SZ,002343,慈文传媒,浙江,影视音像,20100126,,,2.3692,370935.7048,314266.754
798,002344.SZ,002344,海宁皮城,浙江,商品城,20100126,14.6862,17.2633,0.6953,534904.6842,531855.7207
799,002345.SZ,002345,潮宏基,广东,服饰,20100128,49.7025,84.2994,1.0075,353110.9557,342692.6939
800,002346.SZ,002346,柘中股份,上海,电气设备,20100128,84.8023,61.2764,2.3615,494122.8905,441594.111
801,002347.SZ,002347,泰尔股份,安徽,机械基件,20100128,95.8214,81.8282,1.6765,192218.4547,136213.2436
802,002348.SZ,002348,高乐股份,广东,文教休闲,20100203,291.3102,,2.5064,328678.4,257852.4136
803,002349.SZ,002349,精华制药,江苏,中成药,20100203,16.375,,1.852,376075.9683,369562.6944
804,002350.SZ,002350,北京科锐,北京,电气设备,20100203,27.0745,33.344,1.5779,276992.7343,270609.3928
805,002351.SZ,002351,漫步者,深圳,IT设备,20100205,141.0122,94.4936,4.1159,752811.55,370003.324
806,002352.SZ,002352,顺丰控股,深圳,仓储物流,20100205,38.3898,29.9522,4.4026,17490586.8199,6461832.1925
807,002353.SZ,002353,杰瑞股份,山东,化工机械,20100205,45.1494,23.9995,2.9933,2777776.5768,1931485.9763
808,002354.SZ,002354,天神娱乐,辽宁,互联网,20100209,,,1.5529,247017.8685,185525.064
809,002355.SZ,002355,兴民智通,山东,汽车配件,20100209,,,1.4259,400888.4784,373289.0774
810,002356.SZ,002356,*ST赫美,深圳,其他商业,20100209,,,,86560.2739,78759.2619
811,002357.SZ,002357,富临运业,四川,公路,20100210,50.098,20.491,1.6032,188406.9106,188254.3901
812,002358.SZ,002358,森源电气,河南,电气设备,20100210,23.8632,,1.3402,671284.5374,657326.5107
813,002359.SZ,002359,*ST北讯,深圳,通信设备,20100210,,,0.4081,173950.6816,113369.6
814,002360.SZ,002360,同德化工,山西,化工原料,20100303,14.1697,13.1545,1.9306,203586.552,154221.3228
815,002361.SZ,002361,神剑股份,安徽,化工原料,20100303,45.9256,33.2655,1.9816,355131.4252,264853.868
816,002362.SZ,002362,汉王科技,北京,IT设备,20100303,220.0728,210.6898,3.8989,349135.7708,287714.9054
817,002363.SZ,002363,隆基机械,山东,汽车配件,20100305,30.0804,32.5816,1.0307,243834.7764,243634.2859
818,002364.SZ,002364,中恒电气,浙江,电气设备,20100305,92.9662,142.5321,3.3583,712346.1094,651268.0836
819,002365.SZ,002365,永安药业,湖北,化学制药,20100305,14.4054,26.6371,1.6001,257257.8225,210479.6968
820,002366.SZ,002366,台海核电,四川,专用机械,20100312,19.2486,52.3471,2.0938,645957.7258,364562.5458
821,002367.SZ,002367,康力电梯,江苏,运输设备,20100312,388.8794,39.0329,2.0665,604620.7367,397405.4968
822,002368.SZ,002368,太极股份,北京,软件服务,20100312,44.5115,43.5932,4.9518,1407158.5759,1380221.2954
823,002369.SZ,002369,卓翼科技,深圳,通信设备,20100316,,,2.485,492954.4185,357924.3744
824,002370.SZ,002370,亚太药业,浙江,化学制药,20100316,18.5901,80.2679,1.5498,386276.0083,334051.3368
825,002371.SZ,002371,北方华创,北京,专用机械,20100316,136.9554,112.5224,8.5499,3200534.5515,3199779.8615
826,002372.SZ,002372,伟星新材,浙江,其他建材,20100318,21.4822,20.672,5.8444,2101678.952,1890022.7498
827,002373.SZ,002373,千方科技,北京,软件服务,20100318,34.621,30.5803,3.0925,2640247.3764,1683312.8812
828,002374.SZ,002374,丽鹏股份,山东,建筑工程,20100318,,,1.0299,250066.8284,225386.5095
829,002375.SZ,002375,亚厦股份,浙江,装修装饰,20100323,19.9452,20.74,0.9292,735658.0774,666102.333
830,002376.SZ,002376,新北洋,山东,IT设备,20100323,21.5751,24.2114,2.4989,820823.3917,795911.5391
831,002377.SZ,002377,国创高新,湖北,房产服务,20100323,11.3329,10.8301,0.6663,353701.5276,187583.2076
832,002378.SZ,002378,章源钨业,江西,小金属,20100331,101.4365,,2.5255,469477.0575,468994.7694
833,002379.SZ,002379,宏创控股,山东,铝,20100331,381.2459,10.3165,2.0883,329798.4,329798.4
834,002380.SZ,002380,科远智慧,江苏,电气设备,20100331,30.3753,27.3921,1.5724,340788.1416,203562.1532
835,002381.SZ,002381,双箭股份,浙江,橡胶,20100402,21.609,15.1533,1.9707,337900.8287,256940.3603
836,002382.SZ,002382,蓝帆医疗,山东,医疗保健,20100402,38.8155,29.1696,1.6089,1345787.3961,893952.1058
837,002383.SZ,002383,合众思壮,北京,通信设备,20100402,41.9949,,2.0948,804025.6805,529026.5149
838,002384.SZ,002384,东山精密,江苏,通信设备,20100409,41.2012,32.6977,3.6666,3341670.7522,2543146.657
839,002385.SZ,002385,大北农,北京,饲料,20100409,38.587,53.0996,1.9375,1956020.1718,1258981.7602
840,002386.SZ,002386,天原集团,四川,化工原料,20100409,28.782,52.3019,0.8981,446650.2137,446605.5154
841,002387.SZ,002387,维信诺,广东,元器件,20100413,626.5922,171.6521,1.4618,2170481.254,1694617.8805
842,002388.SZ,002388,新亚制程,深圳,元器件,20100413,115.9017,84.4587,3.1842,372787.284,295704.0
843,002389.SZ,002389,航天彩虹,浙江,元器件,20100413,41.0824,40.3163,1.5812,993365.8193,626519.7981
844,002390.SZ,002390,信邦制药,贵州,中成药,20100416,,,1.9776,965325.3658,923928.6809
845,002391.SZ,002391,长青股份,江苏,农药化肥,20100416,13.5729,12.3026,1.3334,433562.6296,286642.7948
846,002392.SZ,002392,北京利尔,北京,其他建材,20100423,14.3683,11.8648,1.2928,478577.3173,325200.9942
847,002393.SZ,002393,力生制药,天津,化学制药,20100423,26.2767,22.63,1.0446,486060.0987,486060.0987
848,002394.SZ,002394,联发股份,江苏,纺织,20100423,7.9949,8.1625,0.9559,312072.696,298552.5947
849,002395.SZ,002395,双象股份,江苏,塑料,20100429,186.1288,139.1298,4.8912,413935.89,413935.89
850,002396.SZ,002396,星网锐捷,福建,通信设备,20100623,32.0788,28.2894,4.5527,1864747.0488,1792686.7871
851,002397.SZ,002397,梦洁股份,湖南,纺织,20100429,46.8135,45.5979,2.1065,395024.936,250519.1765
852,002398.SZ,002398,垒知集团,福建,其他建材,20100506,15.1774,10.5812,1.3766,378109.7103,289262.8639
853,002399.SZ,002399,海普瑞,深圳,化学制药,20100506,32.5466,23.9722,2.9343,2005500.34,2005500.34
854,002400.SZ,002400,省广集团,广东,广告包装,20100506,26.5348,33.3197,0.9311,493364.4072,473956.572
855,002401.SZ,002401,中远海科,上海,软件服务,20100506,43.8147,42.2893,3.9124,364494.48,363204.7653
856,002402.SZ,002402,和而泰,深圳,元器件,20100511,44.6335,35.6836,5.4606,990594.1886,832014.7747
857,002403.SZ,002403,爱仕达,浙江,家用电器,20100511,20.3317,21.1791,1.4177,302326.8513,272378.9174
858,002404.SZ,002404,嘉欣丝绸,浙江,纺织,20100511,23.0256,20.7144,1.9055,330429.3227,262585.6096
859,002405.SZ,002405,四维图新,北京,软件服务,20100518,61.1183,103.0831,3.975,2927998.8095,2350720.9103
860,002406.SZ,002406,远东传动,河南,汽车配件,20100518,10.9579,10.5998,1.1421,297330.0,220321.9423
861,002407.SZ,002407,多氟多,河南,化工原料,20100518,120.3622,,2.3135,793347.758,672114.3658
862,002408.SZ,002408,齐翔腾达,山东,化工原料,20100518,14.9319,18.805,1.6568,1258623.3604,1233036.3076
863,002409.SZ,002409,雅克科技,江苏,化工原料,20100525,62.8993,41.2195,1.9279,835913.4264,429391.6596
864,002410.SZ,002410,广联达,北京,软件服务,20100525,86.3107,124.1763,12.1557,3789702.067,2987161.7946
865,002411.SZ,002411,延安必康,陕西,化学制药,20100525,61.1482,85.8377,2.478,2471573.9452,2300873.1489
866,002412.SZ,002412,汉森制药,湖南,中成药,20100525,32.8448,29.4612,3.2939,484581.6,471198.3075
867,002413.SZ,002413,雷科防务,江苏,通信设备,20100528,43.3173,49.6698,1.6784,590317.4277,568070.9717
868,002414.SZ,002414,高德红外,湖北,电器仪表,20100716,150.5912,73.7093,5.6118,1988879.7137,1558503.585
869,002415.SZ,002415,海康威视,浙江,电器仪表,20100528,28.316,26.8239,7.9494,32146836.7942,27774583.337
870,002416.SZ,002416,爱施德,深圳,电器连锁,20100528,,230.8887,1.5001,736133.3928,726661.6167
871,002417.SZ,002417,深南股份,江苏,多元金融,20100601,,,9.5105,216270.0,183794.2296
872,002418.SZ,002418,康盛股份,浙江,机械基件,20100601,,,3.1753,314782.8,277869.2332
873,002419.SZ,002419,天虹股份,深圳,百货,20100601,13.7233,14.0532,1.8415,1241110.2,1240636.6911
874,002420.SZ,002420,*ST毅昌,广东,塑料,20100601,,,3.9431,149974.0,146502.3233
875,002421.SZ,002421,达实智能,深圳,软件服务,20100603,31.7791,36.3074,2.0755,688873.9655,586774.6433
876,002422.SZ,002422,科伦药业,四川,化学制药,20100603,29.1888,32.0739,2.6423,3540433.9215,2541229.9903
877,002423.SZ,002423,中粮资本,河南,多元金融,20100603,,33.193,1.3125,2133601.7625,465765.5703
878,002424.SZ,002424,贵州百灵,贵州,中成药,20100603,25.5061,29.7813,3.5392,1436601.6,740907.2593
879,002425.SZ,002425,凯撒文化,广东,互联网,20100608,17.4303,16.4206,1.1904,484991.6815,484902.2815
880,002426.SZ,002426,胜利精密,江苏,元器件,20100608,,,1.0717,808756.664,544071.6731
881,002427.SZ,002427,*ST尤夫,浙江,化纤,20100608,,,5.7417,406515.9058,392737.4761
882,002428.SZ,002428,云南锗业,云南,小金属,20100608,575.0309,,3.3548,495718.08,489034.1879
883,002429.SZ,002429,兆驰股份,深圳,家用电器,20100610,30.7973,18.0753,1.4729,1371663.0039,1203799.0438
884,002430.SZ,002430,杭氧股份,浙江,化工机械,20100610,14.973,15.1353,1.9536,1109294.3436,1092713.8678
885,002431.SZ,002431,棕榈股份,广东,建筑工程,20100610,91.827,,0.8602,460965.4895,410616.9895
886,002432.SZ,002432,九安医疗,天津,医疗保健,20100610,170.5739,,1.4416,216402.9605,216402.9605
887,002433.SZ,002433,太安堂,广东,中成药,20100618,13.1904,18.3361,0.6853,357316.3112,343406.2112
888,002434.SZ,002434,万里扬,浙江,汽车配件,20100618,33.9183,35.9353,1.9499,1192600.0,898077.907
889,002435.SZ,002435,长江健康,江苏,化学制药,20100618,13.5001,14.5721,0.9084,495629.191,181658.5029
890,002436.SZ,002436,兴森科技,深圳,元器件,20100618,54.3273,43.3185,4.3341,1166519.4831,989846.4418
891,002437.SZ,002437,誉衡药业,黑龙江,化学制药,20100623,53.4281,55.0728,1.4557,672625.6227,665484.4178
892,002438.SZ,002438,江苏神通,江苏,机械基件,20100623,41.6923,24.9323,2.2334,430865.7104,356178.7847
893,002439.SZ,002439,启明星辰,北京,软件服务,20100623,53.207,55.2674,8.5131,3027234.1737,2141280.6318
894,002440.SZ,002440,闰土股份,浙江,染料涂料,20100706,9.7172,9.2861,1.5042,1275904.5,1039473.4763
895,002441.SZ,002441,众业达,广东,批发业,20100706,18.6466,16.3349,1.0022,384116.7888,276861.0809
896,002442.SZ,002442,龙星化工,河北,化工原料,20100706,15.0813,34.1274,1.6117,200160.0,199973.2883
897,002443.SZ,002443,金洲管道,浙江,钢加工,20100706,18.2859,14.4101,1.5027,349279.3339,342675.005
898,002444.SZ,002444,巨星科技,浙江,轻工机械,20100713,15.7163,12.8241,1.5225,1126859.5896,1060235.9282
899,002445.SZ,002445,ST中南,江苏,影视音像,20100713,,,0.9241,157789.9758,144112.9956
900,002446.SZ,002446,盛路通信,广东,通信设备,20100713,73.2198,68.1196,2.4212,886922.4335,613088.3514
901,002447.SZ,002447,晨鑫科技,辽宁,互联网,20100713,,,2.9178,468119.304,443029.5551
902,002448.SZ,002448,中原内配,河南,汽车配件,20100716,11.138,14.9892,1.1676,313402.9742,243011.4874
903,002449.SZ,002449,国星光电,广东,半导体,20100716,14.6868,17.4486,1.8281,654348.8448,643000.5316
904,002450.SZ,002450,*ST康得,江苏,化工原料,20100716,,,,,
905,002451.SZ,002451,摩恩电气,上海,电气设备,20100720,536.4678,97.4439,6.3827,449740.8,426336.9728
906,002452.SZ,002452,长高集团,湖南,电气设备,20100720,,,1.9409,233994.8,194988.8543
907,002453.SZ,002453,华软科技,江苏,软件服务,20100720,,,,,
908,002454.SZ,002454,松芝股份,上海,汽车配件,20100720,16.6472,10.2469,0.8532,292919.0256,290980.8747
909,002455.SZ,002455,百川股份,江苏,化工原料,20100803,26.578,33.8024,2.1141,281235.5652,214305.8978
910,002456.SZ,002456,欧菲光,深圳,元器件,20100803,,,3.7744,3298846.424,3244324.6794
911,002457.SZ,002457,青龙管业,宁夏,塑料,20100803,36.27,19.1067,1.4394,267658.608,267227.5363
912,002458.SZ,002458,益生股份,山东,农业综合,20100810,52.089,11.1346,6.5676,1889984.648,1172885.3574
913,002459.SZ,002459,天业通联,河北,工程机械,20100810,898.4308,,3.591,442328.4814,440386.5743
914,002460.SZ,002460,赣锋锂业,江西,小金属,20100810,25.3387,69.5114,3.9177,3099655.4331,1919750.5848
915,002461.SZ,002461,珠江啤酒,广东,啤酒,20100818,45.906,33.3796,1.99,1682129.6448,1033844.4054
916,002462.SZ,002462,嘉事堂,北京,医药商业,20100818,14.8065,13.3605,1.4522,485108.9406,416625.2618
