,ts_code,symbol,name,area,industry,list_date,pe,pe_ttm,pb,total_mv,circ_mv
0,000001.SZ,000001,平安银行,深圳,银行,19910403,13.0191,11.5466,1.2051,32310853.7997,32310578.2122
1,000002.SZ,000002,万科A,深圳,全国地产,19910129,8.9486,7.9471,1.8067,30221930.3847,25978364.695
2,000004.SZ,000004,国农科技,深圳,生物制药,19910114,,,16.847,167281.5545,164548.3313
3,000005.SZ,000005,世纪星源,深圳,环境保护,19901210,21.6958,17.2809,2.1009,322853.7368,322673.6038
4,000006.SZ,000006,深振业A,深圳,区域地产,19920427,8.1533,8.6627,1.1161,712797.3843,711906.6092
5,000007.SZ,000007,全新好,深圳,酒店餐饮,19920413,,,17.093,310070.9994,276508.4994
6,000008.SZ,000008,神州高铁,北京,运输设备,19920507,29.3434,27.2581,1.3236,953812.8037,889663.4112
7,000009.SZ,000009,中国宝安,深圳,综合类,19910625,57.9109,39.1953,2.2973,1238022.7032,1221041.7019
8,000010.SZ,000010,*ST美丽,深圳,建筑工程,19951027,,,6.5021,286949.1496,182732.7243
9,000011.SZ,000011,深物业A,深圳,区域地产,19920330,9.2204,9.9079,1.6759,546512.8274,482747.8358
10,000012.SZ,000012,南玻A,深圳,玻璃,19920228,30.6726,26.3056,1.4553,1389363.6849,875024.8576
11,000014.SZ,000014,沙河股份,深圳,全国地产,19920602,12.7516,14.0499,2.1642,186173.8876,186173.8876
12,000016.SZ,000016,深康佳A,深圳,家用电器,19920327,24.9992,23.8036,1.2336,1028192.6892,681737.2261
13,000017.SZ,000017,深中华A,深圳,文教休闲,19920331,,,164.4853,239285.009,131493.7575
14,000018.SZ,000018,*ST神城,深圳,装修装饰,19920616,,,,,
15,000019.SZ,000019,深粮控股,深圳,其他商业,19921012,22.7643,10.5122,1.6001,701893.9697,253295.5224
16,000020.SZ,000020,深华发A,深圳,元器件,19920428,920.3751,491.1804,9.2644,303265.6741,194028.1338
17,000021.SZ,000021,深科技,深圳,IT设备,19940202,28.1444,41.2504,2.3088,1491856.9941,1489897.6429
18,000023.SZ,000023,深天地A,深圳,其他建材,19930429,68.8497,25.9333,3.7954,181215.6494,181215.6494
19,000025.SZ,000025,特力A,深圳,汽车服务,19930621,102.3542,77.2817,7.9848,889704.3725,810694.4525
20,000026.SZ,000026,飞亚达A,深圳,其他商业,19930603,19.4214,17.8602,1.3581,357032.9181,287513.3926
21,000027.SZ,000027,深圳能源,深圳,火力发电,19930903,34.8993,13.3939,1.006,2410410.891,2410410.891
22,000028.SZ,000028,国药一致,深圳,医药商业,19930809,15.877,15.4287,1.5438,1922290.1537,1381772.154
23,000029.SZ,000029,深深房A,深圳,区域地产,19930915,,,,,
24,000030.SZ,000030,富奥股份,吉林,汽车配件,19930929,9.2413,9.7266,1.2738,814748.45,791946.3915
25,000031.SZ,000031,大悦城,深圳,全国地产,19931008,20.099,9.5722,1.6181,2791293.8103,1289557.0231
26,000032.SZ,000032,深桑达A,深圳,元器件,19931028,54.4048,52.4766,4.099,582226.5023,579498.6769
27,000034.SZ,000034,神州数码,深圳,综合类,19940509,20.2703,15.3152,2.4761,1038663.8492,770935.7943
28,000035.SZ,000035,中国天楹,江苏,环境保护,19940408,74.6085,36.6662,1.5765,1615217.4701,819897.2813
29,000036.SZ,000036,华联控股,深圳,全国地产,19940617,6.0666,7.0046,1.2401,587637.8739,584109.2284
30,000037.SZ,000037,深南电A,深圳,火力发电,19940701,413.5551,,4.0085,796249.3893,447678.9885
31,000038.SZ,000038,深大通,深圳,广告包装,19940808,,,1.9069,540551.8512,237014.0011
32,000039.SZ,000039,中集集团,深圳,轻工机械,19940408,10.3559,20.596,1.0282,3500736.2623,1487327.8604
33,000040.SZ,000040,东旭蓝天,深圳,新型电力,19940808,5.9596,,0.4607,666119.4938,475032.6202
34,000042.SZ,000042,中洲控股,深圳,全国地产,19940921,14.824,10.7623,0.8703,662171.8144,659553.6541
35,000043.SZ,000043,中航善达,深圳,房产服务,19940928,16.7088,87.1269,2.9963,1431299.1987,1430938.6707
36,000045.SZ,000045,深纺织A,深圳,元器件,19940815,,,1.4573,377419.7759,338653.1901
37,000046.SZ,000046,泛海控股,北京,全国地产,19940912,24.7853,14.353,1.0076,2307113.0913,2297684.2971
38,000048.SZ,000048,康达尔,深圳,饲料,19941101,21.7076,14.656,7.1197,949477.9934,949329.2349
39,000049.SZ,000049,德赛电池,深圳,电气设备,19950320,19.9573,17.1952,3.8889,801026.4551,793472.2911
40,000050.SZ,000050,深天马A,深圳,元器件,19950315,32.3082,43.6995,1.1105,2990259.6545,2670132.1091
41,000055.SZ,000055,方大集团,深圳,其他建材,19960415,2.1956,2.3701,0.9763,493165.659,297766.6339
42,000056.SZ,000056,皇庭国际,深圳,房产服务,19960708,55.6217,87.4052,0.9252,504223.1629,387701.5462
43,000058.SZ,000058,深赛格,深圳,元器件,19961226,325.1874,207137.9194,4.7027,905736.0305,394383.029
44,000059.SZ,000059,华锦股份,辽宁,石油加工,19970130,8.9416,10.263,0.688,943671.0968,943669.0578
45,000060.SZ,000060,中金岭南,深圳,铅锌,19970123,15.6378,18.2973,1.3408,1438583.1868,1437999.7887
46,000061.SZ,000061,农产品,深圳,农业综合,19970110,208.3158,55.7862,1.7648,890906.1688,890093.5223
47,000062.SZ,000062,深圳华强,深圳,批发业,19970130,20.8245,21.7975,2.8348,1427666.2245,1425940.4332
48,000063.SZ,000063,中兴通讯,深圳,通信设备,19971118,,31.5226,6.4265,13882274.3525,11390415.7572
49,000065.SZ,000065,北方国际,北京,建筑工程,19980605,10.8012,9.893,1.3796,636380.9741,520136.363
50,000066.SZ,000066,中国长城,深圳,IT设备,19970626,45.5646,47.0582,7.187,4497687.6334,3825718.7466
51,000068.SZ,000068,华控赛格,深圳,环境保护,19970611,,,9.1075,410721.9573,410721.9573
52,000069.SZ,000069,华侨城A,深圳,旅游景点,19970910,5.4999,5.0659,0.9343,5823779.5547,4981919.0604
53,000070.SZ,000070,特发信息,深圳,通信设备,20000511,32.2497,43.0543,3.3382,888965.0229,865646.5783
54,000078.SZ,000078,海王生物,深圳,医药商业,19981218,22.65,26.9636,1.473,939278.3074,891466.6747
55,000088.SZ,000088,盐田港,深圳,港口,19970728,23.0374,26.1755,1.5693,1093458.6,1093458.6
56,000089.SZ,000089,深圳机场,深圳,机场,19980420,29.8709,34.8882,1.6698,1995398.7323,1995398.7323
57,000090.SZ,000090,天健集团,深圳,建筑工程,19990721,12.4557,11.3685,1.4014,973512.1711,973444.5698
58,000096.SZ,000096,广聚能源,深圳,石油贸易,20000724,49.1092,45.0543,2.0563,529056.0,511869.696
59,000099.SZ,000099,中信海直,深圳,空运,20000731,29.6069,20.3114,1.3843,445461.7587,445461.7587
60,000100.SZ,000100,TCL集团,广东,家用电器,20040130,14.0425,13.6963,1.6037,4870237.9388,4557538.0418
61,000150.SZ,000150,宜华健康,广东,医疗保健,20000807,25.8241,,1.8949,458158.1248,420726.9063
62,000151.SZ,000151,中成股份,北京,商贸代理,20000906,34.132,143.3967,3.0058,284732.76,256415.2963
63,000153.SZ,000153,丰原药业,安徽,化学制药,20000920,34.6844,26.5365,1.6026,211319.6127,211208.5847
64,000155.SZ,000155,川能动力,四川,新型电力,20000926,16.2046,9.0307,1.3807,487680.0,487680.0
65,000156.SZ,000156,华数传媒,浙江,影视音像,20000906,19.0464,18.38,1.1289,1226949.2281,1095932.8085
66,000157.SZ,000157,中联重科,湖南,工程机械,20001012,23.2525,11.1911,1.241,4696679.2905,3785356.9727
67,000158.SZ,000158,常山北明,河北,软件服务,20000724,58.0369,57.5423,1.8254,1079327.3495,1060622.5687
68,000159.SZ,000159,国际实业,新疆,石油贸易,20000926,49.0953,134.861,1.3736,294179.8277,294179.8277
69,000166.SZ,000166,申万宏源,新疆,证券,20150126,29.0113,21.5316,1.4712,12069253.2779,10861587.6468
70,000301.SZ,000301,东方盛虹,江苏,化纤,20000529,24.4103,14.9238,1.5348,2066904.3029,624955.2963
71,000333.SZ,000333,美的集团,广东,家用电器,20130918,20.4489,17.4951,4.211,41369739.8947,40382133.921
72,000338.SZ,000338,潍柴动力,山东,汽车配件,20070430,11.7026,10.4293,2.3629,10131556.9639,5420910.6528
73,000400.SZ,000400,许继电气,河南,电气设备,19970418,46.7144,30.0206,1.1704,932702.7608,932566.7821
74,000401.SZ,000401,冀东水泥,河北,水泥,19960614,12.9008,7.5375,1.494,1913482.5379,1913044.7334
75,000402.SZ,000402,金融街,北京,全国地产,19960626,7.1693,6.5038,0.7223,2343321.0471,2342303.1321
76,000403.SZ,000403,振兴生化,山西,生物制药,19960628,115.0184,72.4837,12.0246,919949.3966,915988.8341
77,000404.SZ,000404,长虹华意,江西,专用机械,19960619,37.5264,38.3161,0.8317,270742.4358,270208.2684
78,000407.SZ,000407,胜利股份,山东,供气供热,19960703,30.6435,24.5613,1.3052,314190.2222,312640.5473
79,000408.SZ,000408,藏格控股,青海,农药化肥,19960628,20.5436,38.9025,2.2387,1746550.8613,406885.9657
80,000409.SZ,000409,ST地矿,山东,综合类,19960627,81.6333,,3.4646,252910.9232,200787.4658
81,000410.SZ,000410,*ST沈机,辽宁,机床制造,19960718,,,,494494.1911,478265.7021
82,000411.SZ,000411,英特集团,浙江,医药商业,19960716,32.9174,21.713,2.0746,308934.4593,257280.4851
83,000413.SZ,000413,东旭光电,河北,元器件,19960925,13.1894,14.3882,0.8574,2853664.5588,2422349.3464
84,000415.SZ,000415,渤海租赁,新疆,多元金融,19960716,9.6865,11.4705,0.5744,2207874.0977,1266420.5876
85,000416.SZ,000416,民生控股,山东,多元金融,19960719,143.4583,84.5466,3.2392,286678.7353,286554.5518
86,000417.SZ,000417,合肥百货,安徽,百货,19960812,15.3895,16.1885,0.8617,345488.7006,345109.1608
87,000419.SZ,000419,通程控股,湖南,百货,19960816,16.7959,14.0022,0.841,237545.6202,237417.7226
88,000420.SZ,000420,吉林化纤,吉林,化纤,19960802,31.403,48.2594,1.3856,415819.1044,390451.3906
89,000421.SZ,000421,南京公用,江苏,供气供热,19960806,17.3548,22.3321,0.9606,248528.7694,248528.7694
90,000422.SZ,000422,ST宜化,湖北,农药化肥,19960815,9.0863,52.1876,19.5041,244219.7457,244205.1316
91,000423.SZ,000423,东阿阿胶,山东,中成药,19960729,11.0705,21.597,2.1717,2308042.0041,2307497.7476
92,000425.SZ,000425,徐工机械,江苏,工程机械,19960828,17.4232,10.0182,1.2797,3564319.1357,3182258.6091
93,000426.SZ,000426,兴业矿业,内蒙,铅锌,19960828,,,1.5638,806527.3841,570246.7566
94,000428.SZ,000428,华天酒店,湖南,酒店餐饮,19960808,,,1.1055,259826.13,259815.5348
95,000429.SZ,000429,粤高速A,广东,路桥,19980220,10.0487,10.7717,1.7575,1685189.7376,1050034.8712
96,000430.SZ,000430,张家界,湖南,旅游景点,19960829,80.0316,184.4379,1.3029,211314.8321,173167.6536
97,000488.SZ,000488,晨鸣纸业,山东,造纸,20001120,5.5897,12.7954,0.8243,1402925.7606,800101.0934
98,000498.SZ,000498,山东路桥,山东,建筑工程,19970609,7.8151,7.534,0.9782,518624.3862,518597.1849
99,000501.SZ,000501,鄂武商A,湖北,百货,19921120,7.8222,7.5674,0.908,821284.2367,819964.7483
100,000502.SZ,000502,绿景控股,广东,医疗保健,19921123,17.6606,40.6432,6.6824,136766.5092,135676.7482
101,000503.SZ,000503,国新健康,海南,医疗保健,19921130,,,12.5652,1332953.3285,1332953.3285
102,000504.SZ,000504,*ST生物,湖南,环境保护,19921208,,,,253932.7293,253198.6588
103,000505.SZ,000505,京粮控股,海南,食品,19921221,21.7631,24.2,1.5501,365526.264,216466.1206
104,000506.SZ,000506,中润资源,山东,黄金,19930312,59.674,149.3369,2.4182,251763.8132,251669.8304
105,000507.SZ,000507,珠海港,广东,港口,19930326,32.9092,32.3513,1.054,555463.6623,460969.8349
106,000509.SZ,000509,华塑控股,四川,其他建材,19930507,,,44.9856,193988.5325,193987.7702
107,000510.SZ,000510,新金路,四川,化工原料,19930507,23.4905,37.763,2.4018,235144.35,212098.9546
108,000513.SZ,000513,丽珠集团,广东,化学制药,19931028,27.1314,24.842,2.7035,2936089.5622,1870745.495
109,000514.SZ,000514,渝开发,重庆,区域地产,19930712,131.3537,134.2755,1.1011,330758.2183,330758.2183
110,000516.SZ,000516,国际医学,陕西,医疗保健,19930809,4.3133,,1.764,942161.5664,922062.7839
111,000517.SZ,000517,荣安地产,浙江,区域地产,19930806,13.814,9.8713,1.5286,840555.536,801426.7314
112,000518.SZ,000518,四环生物,江苏,生物制药,19930908,,,5.9371,361374.2339,361367.0282
113,000519.SZ,000519,中兵红箭,湖南,矿物制品,19931008,30.4439,28.6064,1.306,1056952.2673,707879.4988
114,000520.SZ,000520,长航凤凰,湖北,水运,19931025,67.9518,134.6408,10.237,415966.3,415966.3
115,000521.SZ,000521,长虹美菱,安徽,家用电器,19931018,91.6023,65.8559,0.7043,354118.6817,295638.65
116,000523.SZ,000523,广州浪奇,广东,日用化工,19931108,98.9585,95.9231,1.6874,329454.8906,329124.1359
117,000524.SZ,000524,岭南控股,广东,酒店餐饮,19931118,24.6009,17.9442,1.9051,503996.8649,204770.6844
118,000525.SZ,000525,红太阳,江苏,农药化肥,19931028,8.5655,14.0902,1.1255,545345.7277,539360.5342
119,000526.SZ,000526,紫光学大,福建,文教休闲,19931101,247.6405,371.3868,22.1821,320714.4867,320714.4867
120,000528.SZ,000528,柳工,广西,工程机械,19931118,11.8441,9.7808,0.9232,935854.6124,927302.8374
121,000529.SZ,000529,广弘控股,广东,食品,19931118,22.9446,18.5476,2.3982,383550.2468,374414.0357
122,000530.SZ,000530,大冷股份,辽宁,机械基件,19931208,28.9965,22.6582,0.9383,320420.7527,227144.2313
123,000531.SZ,000531,穗恒运A,广东,火力发电,19940106,56.602,13.0728,1.1516,463801.0691,463801.0691
124,000532.SZ,000532,华金资本,广东,多元金融,19940103,70.7459,65.4609,4.8151,386762.7575,385388.4264
125,000533.SZ,000533,顺钠股份,广东,电气设备,19940103,,,3.0456,185138.688,183553.8432
126,000534.SZ,000534,万泽股份,广东,生物制药,19940110,70.0394,33.8953,4.1318,428836.6037,428479.5729
127,000536.SZ,000536,华映科技,福建,元器件,19931126,,,1.1992,716402.496,715638.1401
128,000537.SZ,000537,广宇发展,天津,区域地产,19931210,5.2548,4.9517,1.0192,1314939.6283,286597.7447
129,000538.SZ,000538,云南白药,云南,中成药,19931215,34.6146,27.8055,3.059,11445533.7203,5456333.8637
130,000539.SZ,000539,粤电力A,广东,火力发电,19931126,44.3737,24.0745,0.8326,2105363.8784,1024116.723
131,000540.SZ,000540,中天金融,贵州,多元金融,19940202,15.7121,,1.2737,2304728.7894,2138717.0535
132,000541.SZ,000541,佛山照明,广东,家用电器,19931123,18.5658,24.628,1.6035,701072.4232,537107.8435
133,000543.SZ,000543,皖能电力,安徽,火力发电,19931220,18.5826,10.8979,0.7893,1033689.6789,816420.566
134,000544.SZ,000544,中原环保,河南,环境保护,19931208,14.4913,14.9904,1.0378,600405.6446,600405.6446
135,000545.SZ,000545,金浦钛业,吉林,化工原料,19931215,28.7216,39.9052,1.3913,293089.4295,284942.7195
136,000546.SZ,000546,金圆股份,吉林,水泥,19931215,21.4039,19.6693,1.9774,801831.0123,749424.3266
137,000547.SZ,000547,航天发展,福建,通信设备,19931130,36.5369,31.5342,2.1978,1637792.4586,1123909.7144
138,000548.SZ,000548,湖南投资,湖南,路桥,19931220,50.3652,37.0898,1.1977,202681.6193,202662.6643
139,000550.SZ,000550,江铃汽车,江西,汽车整车,19931201,143.8168,429.9283,1.2569,1320717.42,793193.4018
140,000551.SZ,000551,创元科技,江苏,专用机械,19940106,31.2235,29.9053,1.5604,268854.0322,268854.0322
141,000552.SZ,000552,靖远煤电,甘肃,煤炭开采,19940106,9.862,12.1892,0.7424,564881.8494,564084.0917
142,000553.SZ,000553,安道麦A,湖北,农药化肥,19931203,9.5114,34.8999,0.984,2285081.0456,437687.9997
143,000554.SZ,000554,泰山石油,山东,石油贸易,19931215,1226.9826,996.5701,2.553,230299.9993,173709.2116
144,000555.SZ,000555,神州信息,深圳,软件服务,19940408,301.9746,,2.5008,1271199.4676,1232821.2308
145,000557.SZ,000557,西部创业,宁夏,铁路,19940617,33.6481,65.3979,1.0038,495847.4099,198983.3728
146,000558.SZ,000558,莱茵体育,浙江,文教休闲,19940509,,,3.5364,426733.1271,426466.9717
147,000559.SZ,000559,万向钱潮,浙江,汽车配件,19940110,20.1935,26.1349,2.8731,1459174.5106,1459169.1682
148,000560.SZ,000560,我爱我家,云南,房产服务,19940202,16.3502,13.3985,1.0435,1031709.3727,787414.6638
149,000561.SZ,000561,烽火电子,陕西,通信设备,19940509,45.2966,47.0473,2.8425,391840.624,386528.5948
150,000563.SZ,000563,陕国投A,陕西,多元金融,19940110,52.2374,30.7717,1.5513,1668849.4082,1668849.4082
151,000564.SZ,000564,供销大集,陕西,百货,19940110,17.5717,,0.4308,1339745.6955,447314.7926
152,000565.SZ,000565,渝三峡A,重庆,染料涂料,19940408,48.9956,34.568,1.9557,221565.6244,221565.6244
153,000566.SZ,000566,海南海药,海南,化学制药,19940525,68.2687,597.3215,1.7073,816283.3303,735336.3377
154,000567.SZ,000567,海德股份,海南,多元金融,19940525,48.7918,29.7978,1.3774,588565.5341,199924.8179
155,000568.SZ,000568,泸州老窖,四川,白酒,19940509,35.9796,27.6854,6.7572,12541210.6995,12501421.5358
156,000570.SZ,000570,苏常柴A,江苏,机械基件,19940701,41.5455,43.8808,1.2386,257670.8156,188820.8156
157,000571.SZ,000571,*ST大洲,海南,综合类,19940525,,,1.4588,176651.888,174938.6174
158,000572.SZ,000572,*ST海马,海南,汽车整车,19940808,,,0.6161,287811.3746,287377.1642
159,000573.SZ,000573,粤宏远A,广东,区域地产,19940815,37.517,8.2425,1.0876,195267.9118,189358.4989
160,000576.SZ,000576,广东甘化,广东,造纸,19940907,36.3967,16.0927,3.2143,356946.2271,344955.4409
161,000581.SZ,000581,威孚高科,江苏,汽车配件,19980924,7.529,8.7268,1.0969,1804003.6192,1495644.9979
162,000582.SZ,000582,北部湾港,广西,港口,19951102,22.1233,16.5202,1.4889,1428655.1304,230015.1196
163,000584.SZ,000584,哈工智能,江苏,专用机械,19951128,31.3417,53.8335,2.1682,377194.4685,367964.2939
164,000585.SZ,000585,ST东电,海南,电气设备,19951213,110.0981,,123.17,160700.08,112133.46
165,000586.SZ,000586,汇源通信,四川,通信设备,19951220,,402.1887,8.5799,207948.0,207948.0
166,000587.SZ,000587,金洲慈航,黑龙江,批发业,19960425,,,0.8486,375903.6314,214703.0975
167,000589.SZ,000589,贵州轮胎,贵州,汽车配件,19960308,38.1694,21.8995,0.9501,336551.5079,336518.4949
168,000590.SZ,000590,启迪古汉,湖南,中成药,19960119,,,4.4922,268207.819,250024.5742
169,000591.SZ,000591,太阳能,重庆,新型电力,19960208,11.8942,10.6664,0.7746,1025420.4289,694650.7348
170,000592.SZ,000592,平潭发展,福建,林业,19960327,203.8198,,1.654,537035.088,532043.1874
171,000593.SZ,000593,大通燃气,四川,供气供热,19960312,,,2.5761,243510.4551,243410.0718
172,000595.SZ,000595,宝塔实业,宁夏,机械基件,19960419,,,4.4678,240747.9638,236804.9828
173,000596.SZ,000596,古井贡酒,安徽,白酒,19960927,32.7132,25.4257,6.4573,5545643.2,4224203.2
174,000597.SZ,000597,东北制药,辽宁,化学制药,19960523,34.7616,31.733,1.8201,678544.9725,612926.4083
175,000598.SZ,000598,兴蓉环境,四川,水务,19960529,14.3866,13.2607,1.2805,1421440.0546,1421440.0546
176,000599.SZ,000599,青岛双星,山东,汽车配件,19960430,139.1361,1482.8982,1.0346,382768.4742,354673.4924
177,000600.SZ,000600,建投能源,河北,火力发电,19960606,19.8728,14.0062,0.7619,858189.0341,522131.1364
178,000601.SZ,000601,韶能股份,广东,水力发电,19960830,21.4744,12.6935,1.3454,650492.1047,650058.8983
179,000603.SZ,000603,盛达资源,北京,铅锌,19960823,20.5103,16.9218,3.916,844522.4795,717891.8802
180,000605.SZ,000605,渤海股份,北京,水务,19960913,41.3435,45.019,1.1753,247566.3372,191637.2194
181,000606.SZ,000606,顺利办,青海,互联网,19961004,52.5406,,1.6903,490111.5859,452609.0278
182,000607.SZ,000607,华媒控股,浙江,广告包装,19960830,48.7658,44.7315,2.972,512919.9986,445959.7098
183,000608.SZ,000608,阳光股份,广西,区域地产,19960919,311.3736,,1.2216,356958.7351,356905.6849
184,000609.SZ,000609,中迪投资,北京,区域地产,19961010,,,0.9122,131078.2986,127884.4902
185,000610.SZ,000610,西安旅游,陕西,旅游服务,19960926,21.2473,19.9946,2.3559,204550.1865,203279.9924
186,000611.SZ,000611,*ST天首,内蒙,纺织,19961008,,,3.4375,131412.7666,124226.3428
187,000612.SZ,000612,焦作万方,河南,铝,19960926,,,1.1621,494762.7485,493518.3017
188,000613.SZ,000613,大东海A,海南,旅游服务,19970128,2881.4455,,24.3236,188239.7,137458.2022
189,000615.SZ,000615,京汉股份,湖北,全国地产,19961016,25.6096,37.0164,2.2636,402888.4537,385988.0545
190,000616.SZ,000616,海航投资,辽宁,全国地产,19961108,10.1679,228.2328,0.818,354698.1374,354698.1374
191,000617.SZ,000617,中油资本,新疆,多元金融,19961022,15.0588,14.5247,1.3268,10899278.1774,347059.8144
192,000619.SZ,000619,海螺型材,安徽,其他建材,19961023,210.0027,76.4677,0.824,203760.0,203760.0
193,000620.SZ,000620,新华联,北京,全国地产,19961029,7.9771,9.0673,1.2975,946448.5196,946410.6081
194,000622.SZ,000622,恒立实业,湖南,汽车配件,19961107,606.959,110.2387,9.2889,191351.7,191351.7
195,000623.SZ,000623,吉林敖东,吉林,化学制药,19961028,19.9355,15.549,0.8654,1864341.1536,1830690.2835
196,000625.SZ,000625,长安汽车,重庆,汽车整车,19970610,56.794,,0.8874,3866132.0514,3140017.9925
197,000626.SZ,000626,远大控股,江苏,商贸代理,19961128,85.8679,45.0261,1.5406,409327.6761,349815.5856
198,000627.SZ,000627,天茂集团,湖北,保险,19961112,25.0659,24.9896,1.6356,3325043.428,2896005.928
199,000628.SZ,000628,高新发展,四川,园区开发,19961118,59.2296,37.9669,3.4917,324250.68,195687.5339
200,000629.SZ,000629,攀钢钒钛,四川,小金属,19961115,7.8943,9.9459,2.5811,2439487.9214,1353867.4831
201,000630.SZ,000630,铜陵有色,安徽,铜,19961120,32.2286,30.7963,1.2582,2284257.7278,2074641.1409
202,000631.SZ,000631,顺发恒业,吉林,区域地产,19961122,6.5799,9.6196,1.0498,676240.3287,676240.3287
203,000632.SZ,000632,三木集团,福建,综合类,19961121,89.24,77.7144,2.2316,295604.927,295583.2011
204,000633.SZ,000633,合金投资,新疆,综合类,19961112,314.8299,265.4053,9.9409,154042.5492,154041.6492
205,000635.SZ,000635,英力特,宁夏,化工原料,19961120,84.4469,956.7976,0.8444,226709.5263,226709.5263
206,000636.SZ,000636,风华高科,广东,元器件,19961129,10.6494,22.4462,1.9543,1083232.0643,1083195.7643
207,000637.SZ,000637,茂化实华,广东,石油加工,19961114,59.8713,21.5401,2.4264,223026.5277,157226.3408
208,000638.SZ,000638,万方发展,吉林,软件服务,19961126,,,10.3951,145108.6,145108.6
209,000639.SZ,000639,西王食品,山东,食品,19961126,10.2306,10.1674,1.0132,479266.0742,477898.8339
210,000650.SZ,000650,仁和药业,江西,中成药,19961210,15.8196,14.4787,2.1616,801206.0292,763714.3648
211,000651.SZ,000651,格力电器,广东,家用电器,19961118,14.6038,14.0675,3.7965,38266064.115,37974655.7322
212,000652.SZ,000652,泰达股份,天津,批发业,19961128,16.8805,15.5183,1.1594,522353.1436,521840.4921
213,000655.SZ,000655,金岭矿业,山东,普钢,19961128,30.4556,15.241,1.1894,306004.8782,306004.8782
214,000656.SZ,000656,金科股份,重庆,区域地产,19961128,9.4402,6.464,1.4917,3668384.7656,3604852.5397
215,000657.SZ,000657,中钨高新,海南,小金属,19961205,42.3042,40.7806,1.7466,574716.0934,505108.8976
216,000659.SZ,000659,珠海中富,广东,广告包装,19961203,161.309,,5.299,361282.4081,361282.4081
217,000661.SZ,000661,长春高新,吉林,生物制药,19961218,80.5219,57.5435,12.6366,8104488.5291,8100192.65
218,000662.SZ,000662,天夏智慧,广西,软件服务,19961216,37.4588,66.165,0.9864,565131.5285,565071.0369
219,000663.SZ,000663,永安林业,福建,林业,19961206,,,2.051,158578.1306,120122.5316
220,000665.SZ,000665,湖北广电,湖北,影视音像,19961210,26.2753,37.8256,0.7384,481784.9845,481745.907
221,000666.SZ,000666,经纬纺机,北京,多元金融,19961210,10.1758,12.3356,0.8886,770318.22,321109.53
222,000667.SZ,000667,美好置业,云南,全国地产,19961205,27.5637,210.2997,0.9662,685822.84,680353.4677
223,000668.SZ,000668,荣丰控股,上海,区域地产,19961210,271.7918,34.4427,2.4869,239939.6483,239688.8342
224,000669.SZ,000669,金鸿控股,吉林,供气供热,19961210,,,1.3266,302781.9147,296568.3583
225,000670.SZ,000670,*ST盈方,湖北,元器件,19961217,,,11.2966,169041.8635,124234.6282
226,000671.SZ,000671,阳光城,福建,区域地产,19961218,9.0856,7.4288,1.3843,2741899.6343,2688968.2559
227,000672.SZ,000672,上峰水泥,甘肃,水泥,19961218,8.289,5.8265,2.6535,1220429.8065,1220414.2815
228,000673.SZ,000673,当代东方,山西,影视音像,19970124,,,7.0383,375986.46,375017.4201
229,000676.SZ,000676,智度股份,河南,互联网,19961224,17.564,22.384,1.9345,1253070.0917,617876.2967
230,000677.SZ,000677,恒天海龙,山东,化纤,19961226,2421.5541,1217.5175,11.5715,322263.7746,322263.7746
231,000678.SZ,000678,襄阳轴承,湖北,机械基件,19970106,,,2.7531,318051.3635,318051.3635
232,000679.SZ,000679,大连友谊,辽宁,百货,19970124,,,1.6782,133293.6,133275.1326
233,000680.SZ,000680,山推股份,山东,工程机械,19970122,52.7318,49.5129,1.2361,424349.363,361470.0367
234,000681.SZ,000681,视觉中国,江苏,互联网,19970121,43.6646,44.3945,4.5505,1402556.0269,1323677.4911
235,000682.SZ,000682,东方电子,山东,电气设备,19970121,37.8473,25.0916,2.0243,647571.1444,472384.9858
236,000683.SZ,000683,远兴能源,内蒙,化工原料,19970131,6.9399,8.7935,0.8937,902611.7679,813689.7735
237,000685.SZ,000685,中山公用,广东,水务,19970123,17.3628,14.0992,0.9206,1191889.9716,1012609.7657
238,000686.SZ,000686,东北证券,吉林,证券,19970227,63.9182,21.442,1.2426,1926192.749,1926192.749
239,000687.SZ,000687,华讯方舟,河北,通信设备,19970221,,,6.9715,598401.7017,587919.8336
240,000688.SZ,000688,国城矿业,重庆,铅锌,19970120,29.9887,41.9932,5.5662,1214635.6674,1214631.0536
241,000690.SZ,000690,宝新能源,广东,火力发电,19970128,27.2167,38.8898,1.3838,1259839.0721,1206707.0323
242,000691.SZ,000691,亚太实业,甘肃,区域地产,19970228,111.3552,,15.5332,122519.33,110094.3077
243,000692.SZ,000692,惠天热电,辽宁,供气供热,19970227,254.0233,208.7723,1.37,151857.3982,151843.9758
244,000695.SZ,000695,滨海能源,天津,广告包装,19970218,45.2639,264.4253,4.4623,165277.769,164960.6762
245,000697.SZ,000697,炼石航空,陕西,航空,19970325,301.1769,44.0151,2.4705,739449.281,499602.667
246,000698.SZ,000698,沈阳化工,辽宁,化工原料,19970220,22.9356,,0.6242,270439.7504,259275.9368
247,000700.SZ,000700,模塑科技,江苏,汽车配件,19970228,290.3067,34.472,1.444,319292.1837,276843.5035
248,000701.SZ,000701,厦门信达,福建,综合类,19970226,93.3283,,0.8118,210218.95,210218.95
249,000702.SZ,000702,正虹科技,湖南,饲料,19970318,29.1671,166.1586,3.0877,162647.0914,162647.0914
